Sample_ID	PCR_Control	Extract_Control	Subset	Source	Site	Source_Site	Site_Source	Source_SiteType	SiteType_Site	Region	SiteType	Accession
S316_NSW1079793_FWD23	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Hat_Head_National_Park	Melaleuca_quinquenervia_Hat_Head_National_Park	Hat_Head_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Hat_Head_National_Park	North_Coast	Natural	NSW1079793
S317_NSW1079783_FWD23	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Hat_Head_National_Park	Melaleuca_quinquenervia_Hat_Head_National_Park	Hat_Head_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Hat_Head_National_Park	North_Coast	Natural	NSW1079783
S318_NSW1079813_FWD23	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Hat_Head_National_Park	Melaleuca_quinquenervia_Hat_Head_National_Park	Hat_Head_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Hat_Head_National_Park	North_Coast	Natural	NSW1079813
S319_NSW1079808_FWD23	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Hat_Head_National_Park	Melaleuca_quinquenervia_Hat_Head_National_Park	Hat_Head_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Hat_Head_National_Park	North_Coast	Natural	NSW1079808
S320_NSW1079747_FWD24	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Hat_Head_National_Park	Melaleuca_quinquenervia_Hat_Head_National_Park	Hat_Head_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Hat_Head_National_Park	North_Coast	Natural	NSW1079747
S321f_NSW1093091_FWD17	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Mambo_Wetlands	Melaleuca_quinquenervia_Mambo_Wetlands	Mambo_Wetlands_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Mambo_Wetlands	North_Coast	Restored	NSW1093091
S322f_NSW1093019_FWD17	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Novocastrian_Reserve	Melaleuca_quinquenervia_Novocastrian_Reserve	Novocastrian_Reserve_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Novocastrian_Reserve	North_Coast	Restored	NSW1093019
S323f_NSW1092986_FWD17	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Soldiers_Point_Park	Melaleuca_quinquenervia_Soldiers_Point_Park	Soldiers_Point_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Soldiers_Point_Park	North_Coast	Restored	NSW1092986
S324f_NSW1093014_FWD17	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Novocastrian_Reserve	Melaleuca_quinquenervia_Novocastrian_Reserve	Novocastrian_Reserve_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Novocastrian_Reserve	North_Coast	Restored	NSW1093014
S325f_NSW1093096_FWD17	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Mambo_Wetlands	Melaleuca_quinquenervia_Mambo_Wetlands	Mambo_Wetlands_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Mambo_Wetlands	North_Coast	Restored	NSW1093096
S326f_NSW1092981_FWD17	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Soldiers_Point_Park	Melaleuca_quinquenervia_Soldiers_Point_Park	Soldiers_Point_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Soldiers_Point_Park	North_Coast	Restored	NSW1092981
S327f_NSW1092968_FWD17	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Novocastrian_Reserve	Melaleuca_quinquenervia_Novocastrian_Reserve	Novocastrian_Reserve_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Novocastrian_Reserve	North_Coast	Restored	NSW1092968
S328f_NSW1092999_FWD17	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Novocastrian_Reserve	Melaleuca_quinquenervia_Novocastrian_Reserve	Novocastrian_Reserve_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Novocastrian_Reserve	North_Coast	Restored	NSW1092999
S329f_NSW1092843_FWD17	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Burrawang_Reserve_Woy_Woy	Melaleuca_quinquenervia_Burrawang_Reserve_Woy_Woy	Burrawang_Reserve_Woy_Woy_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Burrawang_Reserve_Woy_Woy	North_Coast	Restored	NSW1092843
S330f_NSW1092977_FWD17	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Budgewoi_Dune_Care	Melaleuca_quinquenervia_Budgewoi_Dune_Care	Budgewoi_Dune_Care_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Budgewoi_Dune_Care	North_Coast	Restored	NSW1092977
S331f_NSW1093004_FWD17	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Novocastrian_Reserve	Melaleuca_quinquenervia_Novocastrian_Reserve	Novocastrian_Reserve_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Novocastrian_Reserve	North_Coast	Restored	NSW1093004
S332f_NSW1093846_FWD17	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Burrawang_Reserve_Woy_Woy	Melaleuca_quinquenervia_Burrawang_Reserve_Woy_Woy	Burrawang_Reserve_Woy_Woy_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Burrawang_Reserve_Woy_Woy	North_Coast	Restored	NSW1093846
S333f_NSW1092994_FWD18	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Novocastrian_Reserve	Melaleuca_quinquenervia_Novocastrian_Reserve	Novocastrian_Reserve_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Novocastrian_Reserve	North_Coast	Restored	NSW1092994
S335f_NSW1093066_FWD18	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Mambo_Wetlands	Melaleuca_quinquenervia_Mambo_Wetlands	Mambo_Wetlands_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Mambo_Wetlands	North_Coast	Restored	NSW1093066
S336f_NSW1092853_FWD18	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Burrawang_Reserve_Woy_Woy	Melaleuca_quinquenervia_Burrawang_Reserve_Woy_Woy	Burrawang_Reserve_Woy_Woy_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Burrawang_Reserve_Woy_Woy	North_Coast	Restored	NSW1092853
S337f_NSW1093095_FWD18	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Soldiers_Point_Park	Melaleuca_quinquenervia_Soldiers_Point_Park	Soldiers_Point_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Soldiers_Point_Park	North_Coast	Restored	NSW1093095
S338f_NSW1093081_FWD18	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Mambo_Wetlands	Melaleuca_quinquenervia_Mambo_Wetlands	Mambo_Wetlands_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Mambo_Wetlands	North_Coast	Restored	NSW1093081
S339f_NSW1093076_FWD18	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Mambo_Wetlands	Melaleuca_quinquenervia_Mambo_Wetlands	Mambo_Wetlands_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Mambo_Wetlands	North_Coast	Restored	NSW1093076
S340f_NSW1092976_FWD18	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Soldiers_Point_Park	Melaleuca_quinquenervia_Soldiers_Point_Park	Soldiers_Point_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Soldiers_Point_Park	North_Coast	Restored	NSW1092976
S341f_NSW1093061_FWD18	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Mambo_Wetlands	Melaleuca_quinquenervia_Mambo_Wetlands	Mambo_Wetlands_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Mambo_Wetlands	North_Coast	Restored	NSW1093061
S342f_NSW1093003_FWD18	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Mambo_Wetlands	Melaleuca_quinquenervia_Mambo_Wetlands	Mambo_Wetlands_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Mambo_Wetlands	North_Coast	Restored	NSW1093003
S343f_NSW1092992_FWD18	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Budgewoi_Dune_Care	Melaleuca_quinquenervia_Budgewoi_Dune_Care	Budgewoi_Dune_Care_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Budgewoi_Dune_Care	North_Coast	Restored	NSW1092992
S344f_NSW1093071_FWD18	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Mambo_Wetlands	Melaleuca_quinquenervia_Mambo_Wetlands	Mambo_Wetlands_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Mambo_Wetlands	North_Coast	Restored	NSW1093071
S345f_NSW1092948_FWD19	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Burrawang_Reserve_Woy_Woy	Melaleuca_quinquenervia_Burrawang_Reserve_Woy_Woy	Burrawang_Reserve_Woy_Woy_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Burrawang_Reserve_Woy_Woy	North_Coast	Restored	NSW1092948
S346f_NSW1092971_FWD19	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Soldiers_Point_Park	Melaleuca_quinquenervia_Soldiers_Point_Park	Soldiers_Point_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Soldiers_Point_Park	North_Coast	Restored	NSW1092971
S347f_NSW1092989_FWD19	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Novocastrian_Reserve	Melaleuca_quinquenervia_Novocastrian_Reserve	Novocastrian_Reserve_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Novocastrian_Reserve	North_Coast	Restored	NSW1092989
S348f_NSW1093054_FWD19	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Budgewoi_Dune_Care	Melaleuca_quinquenervia_Budgewoi_Dune_Care	Budgewoi_Dune_Care_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Budgewoi_Dune_Care	North_Coast	Restored	NSW1093054
S350f_NSW1092982_FWD19	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Budgewoi_Dune_Care	Melaleuca_quinquenervia_Budgewoi_Dune_Care	Budgewoi_Dune_Care_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Budgewoi_Dune_Care	North_Coast	Restored	NSW1092982
S351f_NSW1092963_FWD19	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Novocastrian_Reserve	Melaleuca_quinquenervia_Novocastrian_Reserve	Novocastrian_Reserve_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Novocastrian_Reserve	North_Coast	Restored	NSW1092963
S352f_NSW1092858_FWD19	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Burrawang_Reserve_Woy_Woy	Melaleuca_quinquenervia_Burrawang_Reserve_Woy_Woy	Burrawang_Reserve_Woy_Woy_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Burrawang_Reserve_Woy_Woy	North_Coast	Restored	NSW1092858
S353f_NSW1093009_FWD19	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Novocastrian_Reserve	Melaleuca_quinquenervia_Novocastrian_Reserve	Novocastrian_Reserve_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Novocastrian_Reserve	North_Coast	Restored	NSW1093009
S354f_NSW1092967_FWD19	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Budgewoi_Dune_Care	Melaleuca_quinquenervia_Budgewoi_Dune_Care	Budgewoi_Dune_Care_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Budgewoi_Dune_Care	North_Coast	Restored	NSW1092967
S355f_NSW1092997_FWD19	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Budgewoi_Dune_Care	Melaleuca_quinquenervia_Budgewoi_Dune_Care	Budgewoi_Dune_Care_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Budgewoi_Dune_Care	North_Coast	Restored	NSW1092997
S356f_NSW1092987_FWD19	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Budgewoi_Dune_Care	Melaleuca_quinquenervia_Budgewoi_Dune_Care	Budgewoi_Dune_Care_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Budgewoi_Dune_Care	North_Coast	Restored	NSW1092987
S357f_NSW1092949_FWD20	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Burrawang_Reserve_Woy_Woy	Melaleuca_quinquenervia_Burrawang_Reserve_Woy_Woy	Burrawang_Reserve_Woy_Woy_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Burrawang_Reserve_Woy_Woy	North_Coast	Restored	NSW1092949
S358f_NSW1092950_FWD20	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Budgewoi_Dune_Care	Melaleuca_quinquenervia_Budgewoi_Dune_Care	Budgewoi_Dune_Care_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Budgewoi_Dune_Care	North_Coast	Restored	NSW1092950
S359f_NSW1092962_FWD20	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Budgewoi_Dune_Care	Melaleuca_quinquenervia_Budgewoi_Dune_Care	Budgewoi_Dune_Care_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Budgewoi_Dune_Care	North_Coast	Restored	NSW1092962
S360f_NSW1092972_FWD20	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Budgewoi_Dune_Care	Melaleuca_quinquenervia_Budgewoi_Dune_Care	Budgewoi_Dune_Care_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Budgewoi_Dune_Care	North_Coast	Restored	NSW1092972
S361f_NSW1092863_FWD20	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Burrawang_Reserve_Woy_Woy	Melaleuca_quinquenervia_Burrawang_Reserve_Woy_Woy	Burrawang_Reserve_Woy_Woy_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Burrawang_Reserve_Woy_Woy	North_Coast	Restored	NSW1092863
S362f_NSW1093120_FWD20	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Soldiers_Point_Park	Melaleuca_quinquenervia_Soldiers_Point_Park	Soldiers_Point_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Soldiers_Point_Park	North_Coast	Restored	NSW1093120
S363f_NSW1092991_FWD20	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Soldiers_Point_Park	Melaleuca_quinquenervia_Soldiers_Point_Park	Soldiers_Point_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Soldiers_Point_Park	North_Coast	Restored	NSW1092991
S364f_NSW1093106_FWD20	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Mambo_Wetlands	Melaleuca_quinquenervia_Mambo_Wetlands	Mambo_Wetlands_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Mambo_Wetlands	North_Coast	Restored	NSW1093106
S365f_NSW1093100_FWD20	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Soldiers_Point_Park	Melaleuca_quinquenervia_Soldiers_Point_Park	Soldiers_Point_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Soldiers_Point_Park	North_Coast	Restored	NSW1093100
S366f_NSW1093016_FWD20	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Soldiers_Point_Park	Melaleuca_quinquenervia_Soldiers_Point_Park	Soldiers_Point_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Soldiers_Point_Park	North_Coast	Restored	NSW1093016
S367f_NSW1092811_FWD20	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Burrawang_Reserve_Woy_Woy	Melaleuca_quinquenervia_Burrawang_Reserve_Woy_Woy	Burrawang_Reserve_Woy_Woy_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Restored	Restored_Burrawang_Reserve_Woy_Woy	North_Coast	Restored	NSW1092811
S368f_NSW1079721_FWD20	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Crowdy_Bay_National_Park	Melaleuca_quinquenervia_Crowdy_Bay_National_Park	Crowdy_Bay_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Crowdy_Bay_National_Park	North_Coast	Natural	NSW1079721
S369f_NSW1079821_FWD21	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Crowdy_Bay_National_Park	Melaleuca_quinquenervia_Crowdy_Bay_National_Park	Crowdy_Bay_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Crowdy_Bay_National_Park	North_Coast	Natural	NSW1079821
S370f_NSW1079798_FWD21	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Hat_Head_National_Park	Melaleuca_quinquenervia_Hat_Head_National_Park	Hat_Head_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Hat_Head_National_Park	North_Coast	Natural	NSW1079798
S371f_NSW1079707_FWD21	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Colongra_Swamp_NR	Melaleuca_quinquenervia_Colongra_Swamp_NR	Colongra_Swamp_NR_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Colongra_Swamp_NR	North_Coast	Natural	NSW1079707
S374f_NSW1079822_FWD21	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Crowdy_Bay_National_Park	Melaleuca_quinquenervia_Crowdy_Bay_National_Park	Crowdy_Bay_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Crowdy_Bay_National_Park	North_Coast	Natural	NSW1079822
S377f_NSW1079735_FWD21	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Crowdy_Bay_National_Park	Melaleuca_quinquenervia_Crowdy_Bay_National_Park	Crowdy_Bay_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Crowdy_Bay_National_Park	North_Coast	Natural	NSW1079735
S379f_NSW1079751_FWD21	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Limeburners_Creek_National_Park	Melaleuca_quinquenervia_Limeburners_Creek_National_Park	Limeburners_Creek_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Limeburners_Creek_National_Park	North_Coast	Natural	NSW1079751
S381f_NSW1079766_FWD22	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Limeburners_Creek_National_Park	Melaleuca_quinquenervia_Limeburners_Creek_National_Park	Limeburners_Creek_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Limeburners_Creek_National_Park	North_Coast	Natural	NSW1079766
S382f_NSW1079716_FWD22	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Crowdy_Bay_National_Park	Melaleuca_quinquenervia_Crowdy_Bay_National_Park	Crowdy_Bay_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Crowdy_Bay_National_Park	North_Coast	Natural	NSW1079716
S383f_NSW1079760_FWD22	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Lake_Innes_NR	Melaleuca_quinquenervia_Lake_Innes_NR	Lake_Innes_NR_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Lake_Innes_NR	North_Coast	Natural	NSW1079760
S386f_NSW1079739_FWD22	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Crowdy_Bay_National_Park	Melaleuca_quinquenervia_Crowdy_Bay_National_Park	Crowdy_Bay_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Crowdy_Bay_National_Park	North_Coast	Natural	NSW1079739
S387f_NSW1079731_FWD22	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Crowdy_Bay_National_Park	Melaleuca_quinquenervia_Crowdy_Bay_National_Park	Crowdy_Bay_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Crowdy_Bay_National_Park	North_Coast	Natural	NSW1079731
S388f_NSW1079756_FWD22	FALSE	FALSE	Sample	Melaleuca_quinquenervia	Limeburners_Creek_National_Park	Melaleuca_quinquenervia_Limeburners_Creek_National_Park	Limeburners_Creek_National_Park_Melaleuca_quinquenervia	Melaleuca_quinquenervia_Natural	Natural_Limeburners_Creek_National_Park	North_Coast	Natural	NSW1079756
S397f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Leacock_Nature_Reserve	Microlaena_stipoides_Leacock_Nature_Reserve	Leacock_Nature_Reserve_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Leacock_Nature_Reserve	Sydney	Restored	NSW1093109
S398f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Leacock_Nature_Reserve	Microlaena_stipoides_Leacock_Nature_Reserve	Leacock_Nature_Reserve_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Leacock_Nature_Reserve	Sydney	Restored	NSW1093099
S399f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Leacock_Nature_Reserve	Microlaena_stipoides_Leacock_Nature_Reserve	Leacock_Nature_Reserve_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Leacock_Nature_Reserve	Sydney	Restored	NSW1093104
S40_NSW1092822_FWD11	FALSE	FALSE	Sample	Themeda_triandra	Mount_Pleasant	Themeda_triandra_Mount_Pleasant	Mount_Pleasant_Themeda_triandra	Themeda_triandra_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092822
S400f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Leacock_Nature_Reserve	Microlaena_stipoides_Leacock_Nature_Reserve	Leacock_Nature_Reserve_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Leacock_Nature_Reserve	Sydney	Restored	NSW1093119
S401f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Leacock_Nature_Reserve	Microlaena_stipoides_Leacock_Nature_Reserve	Leacock_Nature_Reserve_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Leacock_Nature_Reserve	Sydney	Restored	NSW1093079
S402f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Leacock_Nature_Reserve	Microlaena_stipoides_Leacock_Nature_Reserve	Leacock_Nature_Reserve_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Leacock_Nature_Reserve	Sydney	Restored	NSW1093118
S403f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Leacock_Nature_Reserve	Microlaena_stipoides_Leacock_Nature_Reserve	Leacock_Nature_Reserve_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Leacock_Nature_Reserve	Sydney	Restored	NSW1093094
S404f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Leacock_Nature_Reserve	Microlaena_stipoides_Leacock_Nature_Reserve	Leacock_Nature_Reserve_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Leacock_Nature_Reserve	Sydney	Restored	NSW1093089
S405f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Garrad_Reserve_Narrawallee	Microlaena_stipoides_Garrad_Reserve_Narrawallee	Garrad_Reserve_Narrawallee_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Garrad_Reserve_Narrawallee	South_Coast	Restored	NSW1092559
S406f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Garrad_Reserve_Narrawallee	Microlaena_stipoides_Garrad_Reserve_Narrawallee	Garrad_Reserve_Narrawallee_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Garrad_Reserve_Narrawallee	South_Coast	Restored	NSW1092554
S407f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Garrad_Reserve_Narrawallee	Microlaena_stipoides_Garrad_Reserve_Narrawallee	Garrad_Reserve_Narrawallee_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Garrad_Reserve_Narrawallee	South_Coast	Restored	NSW1092564
S408f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Garrad_Reserve_Narrawallee	Microlaena_stipoides_Garrad_Reserve_Narrawallee	Garrad_Reserve_Narrawallee_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Garrad_Reserve_Narrawallee	South_Coast	Restored	NSW1092611
S409f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Garrad_Reserve_Narrawallee	Microlaena_stipoides_Garrad_Reserve_Narrawallee	Garrad_Reserve_Narrawallee_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Garrad_Reserve_Narrawallee	South_Coast	Restored	NSW1092600
S410f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Garrad_Reserve_Narrawallee	Microlaena_stipoides_Garrad_Reserve_Narrawallee	Garrad_Reserve_Narrawallee_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Garrad_Reserve_Narrawallee	South_Coast	Restored	NSW1092589
S411f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Garrad_Reserve_Narrawallee	Microlaena_stipoides_Garrad_Reserve_Narrawallee	Garrad_Reserve_Narrawallee_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Garrad_Reserve_Narrawallee	South_Coast	Restored	NSW1092595
S412f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Garrad_Reserve_Narrawallee	Microlaena_stipoides_Garrad_Reserve_Narrawallee	Garrad_Reserve_Narrawallee_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Garrad_Reserve_Narrawallee	South_Coast	Restored	NSW1092569
S413f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Blue_Gum_Point_Yarralumla	Microlaena_stipoides_Blue_Gum_Point_Yarralumla	Blue_Gum_Point_Yarralumla_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Blue_Gum_Point_Yarralumla	Canberra	Restored	NSW1092935
S414f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Blue_Gum_Point_Yarralumla	Microlaena_stipoides_Blue_Gum_Point_Yarralumla	Blue_Gum_Point_Yarralumla_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Blue_Gum_Point_Yarralumla	Canberra	Restored	NSW1092938
S415f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Blue_Gum_Point_Yarralumla	Microlaena_stipoides_Blue_Gum_Point_Yarralumla	Blue_Gum_Point_Yarralumla_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Blue_Gum_Point_Yarralumla	Canberra	Restored	NSW1092838
S416f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Blue_Gum_Point_Yarralumla	Microlaena_stipoides_Blue_Gum_Point_Yarralumla	Blue_Gum_Point_Yarralumla_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Blue_Gum_Point_Yarralumla	Canberra	Restored	NSW1092940
S417f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Blue_Gum_Point_Yarralumla	Microlaena_stipoides_Blue_Gum_Point_Yarralumla	Blue_Gum_Point_Yarralumla_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Blue_Gum_Point_Yarralumla	Canberra	Restored	NSW1092945
