Sample	SampleID	PCR_Control	Extract_Control	Subset	Source	Site	Source_Site	Site_Source	Source_SiteType	SiteType_Site	Region	SiteType	Accession	SitePair
S472f_ITS2	S472f_ITS2	FALSE	FALSE	Sample	Microlaena_stipoides	Wisemans_Park_Keiraville	Microlaena_stipoides_Wisemans_Park_Keiraville	Wisemans_Park_Keiraville_Microlaena_stipoides	Microlaena_stipoides_Restored	Restored_Wisemans_Park_Keiraville	South_Coast	Restored	NSW1092868	SitePair12
S49_NSW1093097_FWD09	S49_NSW1093097_FWD09	FALSE	FALSE	Sample	Microlaena_stipoides	Wyrrabalong_North_NP_Lilly_Pilly_Trail	Microlaena_stipoides_Wyrrabalong_North_NP_Lilly_Pilly_Trail	Wyrrabalong_North_NP_Lilly_Pilly_Trail_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Wyrrabalong_North_NP_Lilly_Pilly_Trail	North_Coast	Natural	NSW1093097	SitePair7
S50_NSW1093092_FWD09	S50_NSW1093092_FWD09	FALSE	FALSE	Sample	Microlaena_stipoides	Wyrrabalong_North_NP_Lilly_Pilly_Trail	Microlaena_stipoides_Wyrrabalong_North_NP_Lilly_Pilly_Trail	Wyrrabalong_North_NP_Lilly_Pilly_Trail_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Wyrrabalong_North_NP_Lilly_Pilly_Trail	North_Coast	Natural	NSW1093092	SitePair7
S51_NSW1093077_FWD09	S51_NSW1093077_FWD09	FALSE	FALSE	Sample	Microlaena_stipoides	Wyrrabalong_North_NP_Lilly_Pilly_Trail	Microlaena_stipoides_Wyrrabalong_North_NP_Lilly_Pilly_Trail	Wyrrabalong_North_NP_Lilly_Pilly_Trail_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Wyrrabalong_North_NP_Lilly_Pilly_Trail	North_Coast	Natural	NSW1093077	SitePair7
S52_NSW1093072_FWD09	S52_NSW1093072_FWD09	FALSE	FALSE	Sample	Microlaena_stipoides	Wyrrabalong_North_NP_Lilly_Pilly_Trail	Microlaena_stipoides_Wyrrabalong_North_NP_Lilly_Pilly_Trail	Wyrrabalong_North_NP_Lilly_Pilly_Trail_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Wyrrabalong_North_NP_Lilly_Pilly_Trail	North_Coast	Natural	NSW1093072	SitePair7
S53_NSW1093062_FWD09	S53_NSW1093062_FWD09	FALSE	FALSE	Sample	Microlaena_stipoides	Wyrrabalong_North_NP_Lilly_Pilly_Trail	Microlaena_stipoides_Wyrrabalong_North_NP_Lilly_Pilly_Trail	Wyrrabalong_North_NP_Lilly_Pilly_Trail_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Wyrrabalong_North_NP_Lilly_Pilly_Trail	North_Coast	Natural	NSW1093062	SitePair7
S54_NSW1093052_FWD09	S54_NSW1093052_FWD09	FALSE	FALSE	Sample	Microlaena_stipoides	Wyrrabalong_North_NP_Lilly_Pilly_Trail	Microlaena_stipoides_Wyrrabalong_North_NP_Lilly_Pilly_Trail	Wyrrabalong_North_NP_Lilly_Pilly_Trail_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Wyrrabalong_North_NP_Lilly_Pilly_Trail	North_Coast	Natural	NSW1093052	SitePair7
S55_NSW1093057_FWD09	S55_NSW1093057_FWD09	FALSE	FALSE	Sample	Microlaena_stipoides	Wyrrabalong_North_NP_Lilly_Pilly_Trail	Microlaena_stipoides_Wyrrabalong_North_NP_Lilly_Pilly_Trail	Wyrrabalong_North_NP_Lilly_Pilly_Trail_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Wyrrabalong_North_NP_Lilly_Pilly_Trail	North_Coast	Natural	NSW1093057	SitePair7
S56_NSW1092919_FWD09	S56_NSW1092919_FWD09	FALSE	FALSE	Sample	Microlaena_stipoides	Wyrrabalong_North_NP_Lilly_Pilly_Trail	Microlaena_stipoides_Wyrrabalong_North_NP_Lilly_Pilly_Trail	Wyrrabalong_North_NP_Lilly_Pilly_Trail_Microlaena_stipoides	Microlaena_stipoides_Natural	Natural_Wyrrabalong_North_NP_Lilly_Pilly_Trail	North_Coast	Natural	NSW1092919	SitePair7
S89_NSW1092795_FWD12	S89_NSW1092795_FWD12	FALSE	FALSE	Sample	Themeda_triandra	Catherine_Hill_Revegetation_Area	Themeda_triandra_Catherine_Hill_Revegetation_Area	Catherine_Hill_Revegetation_Area_Themeda_triandra	Themeda_triandra_Restored	Restored_Catherine_Hill_Revegetation_Area	North_Coast	Restored	NSW1092795	SitePair13
S90_NSW1092790_FWD12	S90_NSW1092790_FWD12	FALSE	FALSE	Sample	Themeda_triandra	Catherine_Hill_Revegetation_Area	Themeda_triandra_Catherine_Hill_Revegetation_Area	Catherine_Hill_Revegetation_Area_Themeda_triandra	Themeda_triandra_Restored	Restored_Catherine_Hill_Revegetation_Area	North_Coast	Restored	NSW1092790	SitePair13
S91_NSW1092810_FWD12	S91_NSW1092810_FWD12	FALSE	FALSE	Sample	Themeda_triandra	Catherine_Hill_Revegetation_Area	Themeda_triandra_Catherine_Hill_Revegetation_Area	Catherine_Hill_Revegetation_Area_Themeda_triandra	Themeda_triandra_Restored	Restored_Catherine_Hill_Revegetation_Area	North_Coast	Restored	NSW1092810	SitePair13
S92_NSW1092937_FWD12	S92_NSW1092937_FWD12	FALSE	FALSE	Sample	Themeda_triandra	Catherine_Hill_Revegetation_Area	Themeda_triandra_Catherine_Hill_Revegetation_Area	Catherine_Hill_Revegetation_Area_Themeda_triandra	Themeda_triandra_Restored	Restored_Catherine_Hill_Revegetation_Area	North_Coast	Restored	NSW1092937	SitePair13
S93_NSW1092893_FWD12	S93_NSW1092893_FWD12	FALSE	FALSE	Sample	Themeda_triandra	Catherine_Hill_Revegetation_Area	Themeda_triandra_Catherine_Hill_Revegetation_Area	Catherine_Hill_Revegetation_Area_Themeda_triandra	Themeda_triandra_Restored	Restored_Catherine_Hill_Revegetation_Area	North_Coast	Restored	NSW1092893	SitePair13
S94_NSW1092785_FWD12	S94_NSW1092785_FWD12	FALSE	FALSE	Sample	Themeda_triandra	Catherine_Hill_Revegetation_Area	Themeda_triandra_Catherine_Hill_Revegetation_Area	Catherine_Hill_Revegetation_Area_Themeda_triandra	Themeda_triandra_Restored	Restored_Catherine_Hill_Revegetation_Area	North_Coast	Restored	NSW1092785	SitePair13
S95_NSW1092805_FWD12	S95_NSW1092805_FWD12	FALSE	FALSE	Sample	Themeda_triandra	Catherine_Hill_Revegetation_Area	Themeda_triandra_Catherine_Hill_Revegetation_Area	Catherine_Hill_Revegetation_Area_Themeda_triandra	Themeda_triandra_Restored	Restored_Catherine_Hill_Revegetation_Area	North_Coast	Restored	NSW1092805	SitePair13
S96_NSW1092956_FWD12	S96_NSW1092956_FWD12	FALSE	FALSE	Sample	Themeda_triandra	Catherine_Hill_Revegetation_Area	Themeda_triandra_Catherine_Hill_Revegetation_Area	Catherine_Hill_Revegetation_Area_Themeda_triandra	Themeda_triandra_Restored	Restored_Catherine_Hill_Revegetation_Area	North_Coast	Restored	NSW1092956	SitePair13
S57_NSW1093021_FWD09	S57_NSW1093021_FWD09	FALSE	FALSE	Sample	Themeda_triandra	Colongra_Swamp_NR	Themeda_triandra_Colongra_Swamp_NR	Colongra_Swamp_NR_Themeda_triandra	Themeda_triandra_Natural	Natural_Colongra_Swamp_NR	North_Coast	Natural	NSW1093021	SitePair17
S58_NSW1092907_FWD09	S58_NSW1092907_FWD09	FALSE	FALSE	Sample	Themeda_triandra	Colongra_Swamp_NR	Themeda_triandra_Colongra_Swamp_NR	Colongra_Swamp_NR_Themeda_triandra	Themeda_triandra_Natural	Natural_Colongra_Swamp_NR	North_Coast	Natural	NSW1092907	SitePair17
S59_NSW1093110_FWD09	S59_NSW1093110_FWD09	FALSE	FALSE	Sample	Themeda_triandra	Colongra_Swamp_NR	Themeda_triandra_Colongra_Swamp_NR	Colongra_Swamp_NR_Themeda_triandra	Themeda_triandra_Natural	Natural_Colongra_Swamp_NR	North_Coast	Natural	NSW1093110	SitePair17
S60_NSW1093000_FWD09	S60_NSW1093000_FWD09	FALSE	FALSE	Sample	Themeda_triandra	Colongra_Swamp_NR	Themeda_triandra_Colongra_Swamp_NR	Colongra_Swamp_NR_Themeda_triandra	Themeda_triandra_Natural	Natural_Colongra_Swamp_NR	North_Coast	Natural	NSW1093000	SitePair17
S61_NSW1093115_FWD10	S61_NSW1093115_FWD10	FALSE	FALSE	Sample	Themeda_triandra	Colongra_Swamp_NR	Themeda_triandra_Colongra_Swamp_NR	Colongra_Swamp_NR_Themeda_triandra	Themeda_triandra_Natural	Natural_Colongra_Swamp_NR	North_Coast	Natural	NSW1093115	SitePair17
S62_NSW1093126_FWD10	S62_NSW1093126_FWD10	FALSE	FALSE	Sample	Themeda_triandra	Colongra_Swamp_NR	Themeda_triandra_Colongra_Swamp_NR	Colongra_Swamp_NR_Themeda_triandra	Themeda_triandra_Natural	Natural_Colongra_Swamp_NR	North_Coast	Natural	NSW1093126	SitePair17
S63_NSW1093002_FWD10	S63_NSW1093002_FWD10	FALSE	FALSE	Sample	Themeda_triandra	Colongra_Swamp_NR	Themeda_triandra_Colongra_Swamp_NR	Colongra_Swamp_NR_Themeda_triandra	Themeda_triandra_Natural	Natural_Colongra_Swamp_NR	North_Coast	Natural	NSW1093002	SitePair17
S64_NSW1093023_FWD10	S64_NSW1093023_FWD10	FALSE	FALSE	Sample	Themeda_triandra	Colongra_Swamp_NR	Themeda_triandra_Colongra_Swamp_NR	Colongra_Swamp_NR_Themeda_triandra	Themeda_triandra_Natural	Natural_Colongra_Swamp_NR	North_Coast	Natural	NSW1093023	SitePair17
S191_NSW1092486_FWD13	S191_NSW1092486_FWD13	FALSE	FALSE	Sample	Themeda_triandra	Crest_Reserve_Bankstown	Themeda_triandra_Crest_Reserve_Bankstown	Crest_Reserve_Bankstown_Themeda_triandra	Themeda_triandra_Restored	Restored_Crest_Reserve_Bankstown	Sydney	Restored	NSW1092486	SitePair14
S192_NSW1092482_FWD13	S192_NSW1092482_FWD13	FALSE	FALSE	Sample	Themeda_triandra	Crest_Reserve_Bankstown	Themeda_triandra_Crest_Reserve_Bankstown	Crest_Reserve_Bankstown_Themeda_triandra	Themeda_triandra_Restored	Restored_Crest_Reserve_Bankstown	Sydney	Restored	NSW1092482	SitePair14
S193_NSW1092477_FWD13	S193_NSW1092477_FWD13	FALSE	FALSE	Sample	Themeda_triandra	Crest_Reserve_Bankstown	Themeda_triandra_Crest_Reserve_Bankstown	Crest_Reserve_Bankstown_Themeda_triandra	Themeda_triandra_Restored	Restored_Crest_Reserve_Bankstown	Sydney	Restored	NSW1092477	SitePair14
S194_NSW1092487_FWD13	S194_NSW1092487_FWD13	FALSE	FALSE	Sample	Themeda_triandra	Crest_Reserve_Bankstown	Themeda_triandra_Crest_Reserve_Bankstown	Crest_Reserve_Bankstown_Themeda_triandra	Themeda_triandra_Restored	Restored_Crest_Reserve_Bankstown	Sydney	Restored	NSW1092487	SitePair14
S195_NSW1092488_FWD13	S195_NSW1092488_FWD13	FALSE	FALSE	Sample	Themeda_triandra	Crest_Reserve_Bankstown	Themeda_triandra_Crest_Reserve_Bankstown	Crest_Reserve_Bankstown_Themeda_triandra	Themeda_triandra_Restored	Restored_Crest_Reserve_Bankstown	Sydney	Restored	NSW1092488	SitePair14
S196_NSW1092489_FWD13	S196_NSW1092489_FWD13	FALSE	FALSE	Sample	Themeda_triandra	Crest_Reserve_Bankstown	Themeda_triandra_Crest_Reserve_Bankstown	Crest_Reserve_Bankstown_Themeda_triandra	Themeda_triandra_Restored	Restored_Crest_Reserve_Bankstown	Sydney	Restored	NSW1092489	SitePair14
S197_NSW1092502_FWD13	S197_NSW1092502_FWD13	FALSE	FALSE	Sample	Themeda_triandra	Crest_Reserve_Bankstown	Themeda_triandra_Crest_Reserve_Bankstown	Crest_Reserve_Bankstown_Themeda_triandra	Themeda_triandra_Restored	Restored_Crest_Reserve_Bankstown	Sydney	Restored	NSW1092502	SitePair14
S198_NSW1092481_FWD13	S198_NSW1092481_FWD13	FALSE	FALSE	Sample	Themeda_triandra	Crest_Reserve_Bankstown	Themeda_triandra_Crest_Reserve_Bankstown	Crest_Reserve_Bankstown_Themeda_triandra	Themeda_triandra_Restored	Restored_Crest_Reserve_Bankstown	Sydney	Restored	NSW1092481	SitePair14
S147_NSW1092881_FWD09	S147_NSW1092881_FWD09	FALSE	FALSE	Sample	Themeda_triandra	Duesburys_Point_Dalmeny	Themeda_triandra_Duesburys_Point_Dalmeny	Duesburys_Point_Dalmeny_Themeda_triandra	Themeda_triandra_Natural	Natural_Duesburys_Point_Dalmeny	South_Coast	Natural	NSW1092881	SitePair18
S148_NSW1092886_FWD09	S148_NSW1092886_FWD09	FALSE	FALSE	Sample	Themeda_triandra	Duesburys_Point_Dalmeny	Themeda_triandra_Duesburys_Point_Dalmeny	Duesburys_Point_Dalmeny_Themeda_triandra	Themeda_triandra_Natural	Natural_Duesburys_Point_Dalmeny	South_Coast	Natural	NSW1092886	SitePair18
S149_NSW1092891_FWD09	S149_NSW1092891_FWD09	FALSE	FALSE	Sample	Themeda_triandra	Duesburys_Point_Dalmeny	Themeda_triandra_Duesburys_Point_Dalmeny	Duesburys_Point_Dalmeny_Themeda_triandra	Themeda_triandra_Natural	Natural_Duesburys_Point_Dalmeny	South_Coast	Natural	NSW1092891	SitePair18
S150_NSW1092901_FWD09	S150_NSW1092901_FWD09	FALSE	FALSE	Sample	Themeda_triandra	Duesburys_Point_Dalmeny	Themeda_triandra_Duesburys_Point_Dalmeny	Duesburys_Point_Dalmeny_Themeda_triandra	Themeda_triandra_Natural	Natural_Duesburys_Point_Dalmeny	South_Coast	Natural	NSW1092901	SitePair18
S151_NSW1092906_FWD09	S151_NSW1092906_FWD09	FALSE	FALSE	Sample	Themeda_triandra	Duesburys_Point_Dalmeny	Themeda_triandra_Duesburys_Point_Dalmeny	Duesburys_Point_Dalmeny_Themeda_triandra	Themeda_triandra_Natural	Natural_Duesburys_Point_Dalmeny	South_Coast	Natural	NSW1092906	SitePair18
S152_NSW1092926_FWD10	S152_NSW1092926_FWD10	FALSE	FALSE	Sample	Themeda_triandra	Duesburys_Point_Dalmeny	Themeda_triandra_Duesburys_Point_Dalmeny	Duesburys_Point_Dalmeny_Themeda_triandra	Themeda_triandra_Natural	Natural_Duesburys_Point_Dalmeny	South_Coast	Natural	NSW1092926	SitePair18
S153_NSW1092931_FWD10	S153_NSW1092931_FWD10	FALSE	FALSE	Sample	Themeda_triandra	Duesburys_Point_Dalmeny	Themeda_triandra_Duesburys_Point_Dalmeny	Duesburys_Point_Dalmeny_Themeda_triandra	Themeda_triandra_Natural	Natural_Duesburys_Point_Dalmeny	South_Coast	Natural	NSW1092931	SitePair18
S29_NSW1092896_FWD10	S29_NSW1092896_FWD10	FALSE	FALSE	Sample	Themeda_triandra	Duesburys_Point_Dalmeny	Themeda_triandra_Duesburys_Point_Dalmeny	Duesburys_Point_Dalmeny_Themeda_triandra	Themeda_triandra_Natural	Natural_Duesburys_Point_Dalmeny	South_Coast	Natural	NSW1092896	SitePair18
S207_NSW1092655_FWD14	S207_NSW1092655_FWD14	FALSE	FALSE	Sample	Themeda_triandra	Elizabeth_Macarthur_Reserve_Camden	Themeda_triandra_Elizabeth_Macarthur_Reserve_Camden	Elizabeth_Macarthur_Reserve_Camden_Themeda_triandra	Themeda_triandra_Restored	Restored_Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	NSW1092655	SitePair15
S208_NSW1092658_FWD14	S208_NSW1092658_FWD14	FALSE	FALSE	Sample	Themeda_triandra	Elizabeth_Macarthur_Reserve_Camden	Themeda_triandra_Elizabeth_Macarthur_Reserve_Camden	Elizabeth_Macarthur_Reserve_Camden_Themeda_triandra	Themeda_triandra_Restored	Restored_Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	NSW1092658	SitePair15
S209_NSW1092659_FWD14	S209_NSW1092659_FWD14	FALSE	FALSE	Sample	Themeda_triandra	Elizabeth_Macarthur_Reserve_Camden	Themeda_triandra_Elizabeth_Macarthur_Reserve_Camden	Elizabeth_Macarthur_Reserve_Camden_Themeda_triandra	Themeda_triandra_Restored	Restored_Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	NSW1092659	SitePair15
S210_NSW1092660_FWD14	S210_NSW1092660_FWD14	FALSE	FALSE	Sample	Themeda_triandra	Elizabeth_Macarthur_Reserve_Camden	Themeda_triandra_Elizabeth_Macarthur_Reserve_Camden	Elizabeth_Macarthur_Reserve_Camden_Themeda_triandra	Themeda_triandra_Restored	Restored_Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	NSW1092660	SitePair15
S211_NSW1092665_FWD14	S211_NSW1092665_FWD14	FALSE	FALSE	Sample	Themeda_triandra	Elizabeth_Macarthur_Reserve_Camden	Themeda_triandra_Elizabeth_Macarthur_Reserve_Camden	Elizabeth_Macarthur_Reserve_Camden_Themeda_triandra	Themeda_triandra_Restored	Restored_Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	NSW1092665	SitePair15
S212_NSW1092664_FWD15	S212_NSW1092664_FWD15	FALSE	FALSE	Sample	Themeda_triandra	Elizabeth_Macarthur_Reserve_Camden	Themeda_triandra_Elizabeth_Macarthur_Reserve_Camden	Elizabeth_Macarthur_Reserve_Camden_Themeda_triandra	Themeda_triandra_Restored	Restored_Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	NSW1092664	SitePair15
S213_NSW1092668_FWD15	S213_NSW1092668_FWD15	FALSE	FALSE	Sample	Themeda_triandra	Elizabeth_Macarthur_Reserve_Camden	Themeda_triandra_Elizabeth_Macarthur_Reserve_Camden	Elizabeth_Macarthur_Reserve_Camden_Themeda_triandra	Themeda_triandra_Restored	Restored_Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	NSW1092668	SitePair15
S214_NSW1092669_FWD15	S214_NSW1092669_FWD15	FALSE	FALSE	Sample	Themeda_triandra	Elizabeth_Macarthur_Reserve_Camden	Themeda_triandra_Elizabeth_Macarthur_Reserve_Camden	Elizabeth_Macarthur_Reserve_Camden_Themeda_triandra	Themeda_triandra_Restored	Restored_Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	NSW1092669	SitePair15
S126_NSW1092570_FWD15	S126_NSW1092570_FWD15	FALSE	FALSE	Sample	Themeda_triandra	Jervis_Bay_NP_Parnell_Road	Themeda_triandra_Jervis_Bay_NP_Parnell_Road	Jervis_Bay_NP_Parnell_Road_Themeda_triandra	Themeda_triandra_Natural	Natural_Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	NSW1092570	SitePair19
S127_NSW1092551_FWD15	S127_NSW1092551_FWD15	FALSE	FALSE	Sample	Themeda_triandra	Jervis_Bay_NP_Parnell_Road	Themeda_triandra_Jervis_Bay_NP_Parnell_Road	Jervis_Bay_NP_Parnell_Road_Themeda_triandra	Themeda_triandra_Natural	Natural_Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	NSW1092551	SitePair19
S128_NSW1092546_FWD15	S128_NSW1092546_FWD15	FALSE	FALSE	Sample	Themeda_triandra	Jervis_Bay_NP_Parnell_Road	Themeda_triandra_Jervis_Bay_NP_Parnell_Road	Jervis_Bay_NP_Parnell_Road_Themeda_triandra	Themeda_triandra_Natural	Natural_Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	NSW1092546	SitePair19
S129_NSW1092552_FWD15	S129_NSW1092552_FWD15	FALSE	FALSE	Sample	Themeda_triandra	Jervis_Bay_NP_Parnell_Road	Themeda_triandra_Jervis_Bay_NP_Parnell_Road	Jervis_Bay_NP_Parnell_Road_Themeda_triandra	Themeda_triandra_Natural	Natural_Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	NSW1092552	SitePair19
S130_NSW1092547_FWD15	S130_NSW1092547_FWD15	FALSE	FALSE	Sample	Themeda_triandra	Jervis_Bay_NP_Parnell_Road	Themeda_triandra_Jervis_Bay_NP_Parnell_Road	Jervis_Bay_NP_Parnell_Road_Themeda_triandra	Themeda_triandra_Natural	Natural_Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	NSW1092547	SitePair19
S131_NSW1092541_FWD15	S131_NSW1092541_FWD15	FALSE	FALSE	Sample	Themeda_triandra	Jervis_Bay_NP_Parnell_Road	Themeda_triandra_Jervis_Bay_NP_Parnell_Road	Jervis_Bay_NP_Parnell_Road_Themeda_triandra	Themeda_triandra_Natural	Natural_Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	NSW1092541	SitePair19
S132_NSW1092596_FWD15	S132_NSW1092596_FWD15	FALSE	FALSE	Sample	Themeda_triandra	Jervis_Bay_NP_Parnell_Road	Themeda_triandra_Jervis_Bay_NP_Parnell_Road	Jervis_Bay_NP_Parnell_Road_Themeda_triandra	Themeda_triandra_Natural	Natural_Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	NSW1092596	SitePair19
S27_NSW1092587_FWD10	S27_NSW1092587_FWD10	FALSE	FALSE	Sample	Themeda_triandra	Jervis_Bay_NP_Parnell_Road	Themeda_triandra_Jervis_Bay_NP_Parnell_Road	Jervis_Bay_NP_Parnell_Road_Themeda_triandra	Themeda_triandra_Natural	Natural_Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	NSW1092587	SitePair19
S100_NSW1092909_FWD13	S100_NSW1092909_FWD13	FALSE	FALSE	Sample	Themeda_triandra	Jesmond_Park	Themeda_triandra_Jesmond_Park	Jesmond_Park_Themeda_triandra	Themeda_triandra_Restored	Restored_Jesmond_Park	North_Coast	Restored	NSW1092909	SitePair16
S101_NSW1092904_FWD13	S101_NSW1092904_FWD13	FALSE	FALSE	Sample	Themeda_triandra	Jesmond_Park	Themeda_triandra_Jesmond_Park	Jesmond_Park_Themeda_triandra	Themeda_triandra_Restored	Restored_Jesmond_Park	North_Coast	Restored	NSW1092904	SitePair16
S102_NSW1092913_FWD13	S102_NSW1092913_FWD13	FALSE	FALSE	Sample	Themeda_triandra	Jesmond_Park	Themeda_triandra_Jesmond_Park	Jesmond_Park_Themeda_triandra	Themeda_triandra_Restored	Restored_Jesmond_Park	North_Coast	Restored	NSW1092913	SitePair16
S103_NSW1092943_FWD13	S103_NSW1092943_FWD13	FALSE	FALSE	Sample	Themeda_triandra	Jesmond_Park	Themeda_triandra_Jesmond_Park	Jesmond_Park_Themeda_triandra	Themeda_triandra_Restored	Restored_Jesmond_Park	North_Coast	Restored	NSW1092943	SitePair16
S104_NSW1092905_FWD13	S104_NSW1092905_FWD13	FALSE	FALSE	Sample	Themeda_triandra	Jesmond_Park	Themeda_triandra_Jesmond_Park	Jesmond_Park_Themeda_triandra	Themeda_triandra_Restored	Restored_Jesmond_Park	North_Coast	Restored	NSW1092905	SitePair16
S97_NSW1092914_FWD13	S97_NSW1092914_FWD13	FALSE	FALSE	Sample	Themeda_triandra	Jesmond_Park	Themeda_triandra_Jesmond_Park	Jesmond_Park_Themeda_triandra	Themeda_triandra_Restored	Restored_Jesmond_Park	North_Coast	Restored	NSW1092914	SitePair16
S98_NSW1092918_FWD13	S98_NSW1092918_FWD13	FALSE	FALSE	Sample	Themeda_triandra	Jesmond_Park	Themeda_triandra_Jesmond_Park	Jesmond_Park_Themeda_triandra	Themeda_triandra_Restored	Restored_Jesmond_Park	North_Coast	Restored	NSW1092918	SitePair16
S99_NSW1092915_FWD13	S99_NSW1092915_FWD13	FALSE	FALSE	Sample	Themeda_triandra	Jesmond_Park	Themeda_triandra_Jesmond_Park	Jesmond_Park_Themeda_triandra	Themeda_triandra_Restored	Restored_Jesmond_Park	North_Coast	Restored	NSW1092915	SitePair16
S105_NSW1092594_FWD13	S105_NSW1092594_FWD13	FALSE	FALSE	Sample	Themeda_triandra	Meroo_NP_Romney_Park_Road	Themeda_triandra_Meroo_NP_Romney_Park_Road	Meroo_NP_Romney_Park_Road_Themeda_triandra	Themeda_triandra_Natural	Natural_Meroo_NP_Romney_Park_Road	South_Coast	Natural	NSW1092594	SitePair15
S106_NSW1092549_FWD13	S106_NSW1092549_FWD13	FALSE	FALSE	Sample	Themeda_triandra	Meroo_NP_Romney_Park_Road	Themeda_triandra_Meroo_NP_Romney_Park_Road	Meroo_NP_Romney_Park_Road_Themeda_triandra	Themeda_triandra_Natural	Natural_Meroo_NP_Romney_Park_Road	South_Coast	Natural	NSW1092549	SitePair15
S107_NSW1092579_FWD13	S107_NSW1092579_FWD13	FALSE	FALSE	Sample	Themeda_triandra	Meroo_NP_Romney_Park_Road	Themeda_triandra_Meroo_NP_Romney_Park_Road	Meroo_NP_Romney_Park_Road_Themeda_triandra	Themeda_triandra_Natural	Natural_Meroo_NP_Romney_Park_Road	South_Coast	Natural	NSW1092579	SitePair15
S108_NSW1092539_FWD13	S108_NSW1092539_FWD13	FALSE	FALSE	Sample	Themeda_triandra	Meroo_NP_Romney_Park_Road	Themeda_triandra_Meroo_NP_Romney_Park_Road	Meroo_NP_Romney_Park_Road_Themeda_triandra	Themeda_triandra_Natural	Natural_Meroo_NP_Romney_Park_Road	South_Coast	Natural	NSW1092539	SitePair15
S109_NSW1092529_FWD14	S109_NSW1092529_FWD14	FALSE	FALSE	Sample	Themeda_triandra	Meroo_NP_Romney_Park_Road	Themeda_triandra_Meroo_NP_Romney_Park_Road	Meroo_NP_Romney_Park_Road_Themeda_triandra	Themeda_triandra_Natural	Natural_Meroo_NP_Romney_Park_Road	South_Coast	Natural	NSW1092529	SitePair15
S110_NSW1092544_FWD14	S110_NSW1092544_FWD14	FALSE	FALSE	Sample	Themeda_triandra	Meroo_NP_Romney_Park_Road	Themeda_triandra_Meroo_NP_Romney_Park_Road	Meroo_NP_Romney_Park_Road_Themeda_triandra	Themeda_triandra_Natural	Natural_Meroo_NP_Romney_Park_Road	South_Coast	Natural	NSW1092544	SitePair15
S111_NSW1092571_FWD14	S111_NSW1092571_FWD14	FALSE	FALSE	Sample	Themeda_triandra	Meroo_NP_Romney_Park_Road	Themeda_triandra_Meroo_NP_Romney_Park_Road	Meroo_NP_Romney_Park_Road_Themeda_triandra	Themeda_triandra_Natural	Natural_Meroo_NP_Romney_Park_Road	South_Coast	Natural	NSW1092571	SitePair15
S26_NSW1092534_FWD10	S26_NSW1092534_FWD10	FALSE	FALSE	Sample	Themeda_triandra	Meroo_NP_Romney_Park_Road	Themeda_triandra_Meroo_NP_Romney_Park_Road	Meroo_NP_Romney_Park_Road_Themeda_triandra	Themeda_triandra_Natural	Natural_Meroo_NP_Romney_Park_Road	South_Coast	Natural	NSW1092534	SitePair15
S229_NSW1092807_FWD16	S229_NSW1092807_FWD16	FALSE	FALSE	Sample	Themeda_triandra	Mount_Pleasant	Themeda_triandra_Mount_Pleasant	Mount_Pleasant_Themeda_triandra	Themeda_triandra_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092807	SitePair16
S230_NSW1092812_FWD16	S230_NSW1092812_FWD16	FALSE	FALSE	Sample	Themeda_triandra	Mount_Pleasant	Themeda_triandra_Mount_Pleasant	Mount_Pleasant_Themeda_triandra	Themeda_triandra_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092812	SitePair16
S231_NSW1092817_FWD16	S231_NSW1092817_FWD16	FALSE	FALSE	Sample	Themeda_triandra	Mount_Pleasant	Themeda_triandra_Mount_Pleasant	Mount_Pleasant_Themeda_triandra	Themeda_triandra_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092817	SitePair16
S232_NSW1092647_FWD16	S232_NSW1092647_FWD16	FALSE	FALSE	Sample	Themeda_triandra	Mount_Pleasant	Themeda_triandra_Mount_Pleasant	Mount_Pleasant_Themeda_triandra	Themeda_triandra_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092647	SitePair16
