#ASVID	S321_NSW1093091_FWD20	S322_NSW1093019_FWD20	S323_NSW1092986_FWD20	S324_NSW1093014_FWD20	S325_NSW1093096_FWD20	S326_NSW1092981_FWD20	S327_NSW1092968_FWD20	S328_NSW1092999_FWD21	S329_NSW1092843_FWD21	S330_NSW1092977_FWD21	S331_NSW1093004_FWD21	S332_NSW1093846_FWD21	S333_NSW1092994_FWD21	S335_NSW1093066_FWD21	S336_NSW1092853_FWD21	S337_NSW1093095_FWD21	S338_NSW1093081_FWD21	S339_NSW1093076_FWD21	S340_NSW1092976_FWD22	S341_NSW1093061_FWD22	S342_NSW1093003_FWD22	S343_NSW1092992_FWD22	S344_NSW1093071_FWD22	S345_NSW1092948_FWD22	S346_NSW1092971_FWD22	S347_NSW1092989_FWD22	S348_NSW1093054_FWD22	S350_NSW1092982_FWD22	S351_NSW1092963_FWD22	S352_NSW1092858_FWD23	S353_NSW1093009_FWD23	S354_NSW1092967_FWD23	S355_NSW1092997_FWD23	S356_NSW1092987_FWD23	S357_NSW1092949_FWD23	S358_NSW1092950_FWD23	S359_NSW1092962_FWD23	S360_NSW1092972_FWD23	S361_NSW1092863_FWD23	S362_NSW1093120_FWD23	S363_NSW1092991_FWD23	S365_NSW1093100_FWD24	S366_NSW1093016_FWD24	S367_NSW1092811_FWD24
334	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
335	0	0	0	0	216	0	0	0	0	227	0	0	0	0	0	631	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	21	0	0	0	850	0
336	0	349	1755	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0
337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
338	14	276	106	0	51	209	8	87	0	0	158	0	1053	7	0	889	145	20	290	597	93	19	0	0	65	0	12	75	385	25	0	712	1745	22	0	10	23	385	5	2619	11	991	35	8
339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0
340	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	41	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0
341	0	288	0	1193	0	1811	0	285	0	0	0	1101	399	40	0	431	0	9101	0	0	0	0	0	0	2340	0	0	0	60	0	0	0	0	124	0	346	419	0	0	1328	0	3531	0	62
342	0	0	4	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0
343	0	0	219	0	0	0	0	0	2137	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	1681	1285	1279	0	173	0	221	22	0	0	0	0	0
344	0	40	0	0	0	0	0	0	0	0	0	0	1261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613	0	0	0	0	0	0	0
345	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0
346	0	129	0	21	0	8	0	0	0	0	0	0	0	46	0	4	8	3	0	0	8	3	0	0	0	21	0	126	167	0	0	35	0	0	0	6	0	0	0	55	21	0	0	0
347	0	0	0	270	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
348	28	75	12	0	77	16	0	0	8	0	65	15	0	23	16	29	54	4	158	13	0	11	64	83	59	0	0	37	8	442	0	0	93	0	25	0	11	9	298	178	460	64	499	546
349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	6	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	13
350	0	0	13	0	0	118	0	0	0	0	0	0	0	0	0	218	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0
351	90	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0
352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0
353	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	14	0	0	0	0	0	0	93	0	0	0	0	0	0	0	46	0	19	0	0	0	1452	229	0	8	0	0
354	0	36	0	0	0	0	255	7	0	0	0	7	0	0	0	73	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	281	0	0	0	0	0	0	0
355	0	47	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	5	0	0	0	9	0	4	0
356	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	8	66	0	0	0	0	0	0	0	0	3	0	0
357	0	0	0	2157	0	9	2746	0	0	0	0	0	0	0	1214	70	0	0	0	0	0	25	0	0	104	0	0	957	40	56	0	4057	122	51	0	0	8089	43	0	12	12	0	11	12
358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
359	1518	0	0	0	0	0	0	365	0	0	0	0	16	0	0	0	0	367	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0
360	5	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	163
361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	219	0	0	0	0	0	0	0	0	793	0	0	0	0	0	0	0	0	0	1614	0	0	73	0	0	0
362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1971	0	0	0	0	0	0	0
364	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	586	0	0	0	0	0
365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10411	0	0	0	0	0	0	0	0	0
366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
367	0	163	81	103	0	0	0	67	0	8	23	0	0	0	461	6	0	0	8	0	0	9	0	0	0	0	0	10	19	65	0	147	0	226	0	22	0	5	702	197	0	0	6	0
368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
369	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
370	339	0	63	336	0	0	6055	0	1094	0	2250	1002	0	0	212	239	0	0	108	1406	66	0	13869	276	50	5333	0	0	708	833	0	0	0	0	0	3096	1454	0	0	1133	22	1667	1595	5903
371	0	0	0	0	0	0	267	0	0	0	618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
372	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0
373	0	25	8	11	0	0	5	0	0	6	0	0	81	0	0	25	7	15	21	0	0	0	0	0	3	0	0	5	0	14	0	0	0	0	0	0	0	0	0	0	84	0	0	0
374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	78	0	8	0	21
375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1696	0	0	0	0	0	0	0
376	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	1609	0	0	0	0
377	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0
378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	4172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
379	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
380	0	158	30	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	142	0	0	16	0	0	22	0	0	3	0	0	0	0	17	39	5	0	0
381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	13	0	0	7	0	4	0	0	1502	0	0	0	0	0	0	0
382	0	8	0	0	0	0	4	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	63	0	0	0
383	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	138	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	610	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0
385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	0	0	0	0	0	0	12	0	0	0	0
386	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	16	0	0	208	0	0	0	0	0	0	0	18	0	0	0
387	1229	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
388	0	0	0	0	0	0	0	0	8	0	9	0	0	0	0	0	0	6	0	0	0	12	0	0	22	8	0	0	0	0	0	0	0	159	0	0	0	0	0	0	12	0	0	0
389	0	69	0	0	17	0	0	0	0	0	0	131	0	35	0	0	0	4	26	0	0	0	19	9	14	18	0	12	24	345	0	0	0	0	82	0	0	0	304	325	299	7	0	11
390	0	0	0	0	0	0	3	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
391	0	28	14	0	0	39	0	0	0	0	0	3	0	0	0	0	0	0	8	0	0	8	6	8	0	0	0	248	0	0	0	0	68	0	11	0	6	0	0	95	68	0	0	0
392	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	26	0	0	0
393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0
395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	0	0	0	0	0	0
396	0	0	344	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	14	0	0	0	0
397	0	45	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	27	0	0	0	39	0	6	0	0	0	0	9	13	0	0	0
398	1693	0	0	0	82	0	0	0	0	0	0	0	165	27	0	0	0	89	36	0	0	0	0	0	2701	0	0	0	28	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
399	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400	0	0	0	0	10	4	3	0	0	0	0	6	0	0	0	0	0	0	40	0	22	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	13	0	0	0
401	51	310	848	1256	1032	2860	102	56	6867	53	837	386	6227	16	236	934	270	2073	1904	2814	0	14151	771	56	1075	256	27	1994	3344	159	0	23	0	961	245	10317	253	70	1268	599	9224	66	772	0
402	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	117	0	8	332	0	0	0	0	0	0	0	0	0	0	0
403	0	0	0	451	0	0	377	0	0	0	0	0	82	0	10233	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	10604	554	0	0	0	0	0	0	0
404	0	0	0	0	0	0	13	0	0	0	0	0	105	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0
405	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	14	0	0	7	0	0	0	0	0	0	0	0	0	0	0
406	0	0	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1772	0	0	0	0	0	0	0	0	2573
407	0	34	7	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0
408	0	49	0	0	0	0	0	0	0	0	0	70	0	0	68	0	0	0	0	0	18	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
409	0	0	0	0	0	0	0	0	0	848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
410	0	0	0	0	0	0	0	0	0	7815	0	0	0	0	2232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
411	0	0	0	32	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	361	0	0	0	0	0	0	0	0	0	0	0
412	589	209	431	114	0	0	0	0	0	0	0	1056	835	0	2813	437	285	508	1920	64	0	0	0	0	633	708	0	0	67	396	0	0	0	0	95	0	101	0	74	149	131	0	0	68
413	0	11	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
414	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
415	0	0	0	1991	2992	0	0	68	0	0	0	0	2699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0
417	0	0	114	10612	0	0	0	0	0	4433	0	0	0	0	0	0	0	0	5	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
418	0	0	0	0	0	0	0	0	0	0	0	0	0	8335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1585	0	0	0	0	0	0	0	0	29	0	0
420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	85	0	0	303	14	0	0	0	0	0	0	0	0	0	0
421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	937	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0
422	0	808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	15	29	7	0	0
423	0	725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3163	1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
425	0	0	0	0	0	0	0	0	0	0	0	0	0	1159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
426	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
428	14	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	359	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430	0	0	0	0	1166	0	0	0	0	0	2013	1470	0	13912	2857	0	12	0	0	999	0	0	7362	634	0	0	0	0	1761	703	0	0	0	0	0	0	2142	0	148	0	0	0	0	0
431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
432	5	0	0	0	115	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
433	0	65	8	0	0	4	0	0	0	0	0	0	1403	6	0	0	0	0	16	23	0	0	0	2	0	0	0	0	0	0	0	0	35	0	0	4	0	0	0	107	0	0	0	0
434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	29	0	0	0
435	216	107	151	0	0	22	15	0	0	0	0	0	115	323	0	0	178	4	0	0	73	0	0	5	0	978	13	0	57	0	0	0	194	39	17	14	73	0	0	71	256	0	0	0
436	0	198	0	0	0	0	0	0	0	1434	0	0	0	0	0	0	0	0	0	0	0	27	0	136	19	11	0	0	0	0	0	79	0	0	0	7	0	0	0	0	0	0	9	0
437	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0
438	0	537	41	14	0	0	0	220	0	0	0	0	43	14	0	0	0	0	0	150	0	0	228	0	0	14	0	0	73	0	0	0	0	0	0	0	0	0	113	92	94	0	0	0
439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	470	0	871	0	0	0	0	0	0
440	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	246	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
441	0	617	83	0	0	0	35	0	0	0	33	0	573	107	0	6	0	0	0	307	0	8	0	0	513	0	0	18	339	49	0	16	354	0	139	20	0	0	61	159	1471	10	46	82
442	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
443	0	162	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
444	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
